最终成绩,第二次评审标准分极差,一阶段极差,专家一标准分,专家二标准分,专家三标准分,专家四标准分,专家五标准分,一阶段成绩
207.87,20.37,9.29,56.62,62.8,58.07,65.91,62.21,62.98
207.8,3.82,12.23,64.09,65.26,61.34,53.03,62.58,63.706
207.77,7.45,14.98,52.35,62.58,59.39,67.33,65.4,64.406
207.74,24.12,18.01,56.83,73.8,59.27,55.79,65.79,65.898
207.7,14.23,19.20,65.32,67.44,58.94,48.24,64.89,64.806
207.65,21.91,9.78,57.08,58.09,64.24,58.73,54.46,60.476
207.62,22.36,20.98,62.36,57.45,50.15,50.38,71.13,62.49
207.6,19.16,17.45,57.74,61.74,59.67,61.05,75.19,66.568
207.6,17.99,7.52,64.15,60.23,66.96,60.54,67.75,65.43
207.55,5.10,7.78,56.37,64.15,60.23,61.18,58.22,61.586
207.54,13.02,7.65,63.4,62.26,62.21,69.86,65.71,66.218
207.53,14.29,19.83,64.92,48.93,66.1,66.99,68.76,67.106
207.44,20.44,12.71,69.17,61.67,56.46,66.04,61.44,65.498
207.39,7.09,14.97,54.67,63.57,62,57.4,69.64,64.45
207.38,19.36,11.72,53.37,62.2,52.74,63.47,64.46,61.592
207.36,6.12,10.11,57.48,61.99,64.26,59.64,54.15,61.526
207.29,10.69,18.24,74.93,63.28,56.69,64.49,69.76,69.478
207.28,21.18,12.47,64.75,74.03,62.2,61.56,68.75,68.752
207.2,8.34,17.74,71.89,60.86,54.15,62.61,67.88,67.026
207.19,11.94,15.05,71.87,56.82,64.86,61.82,65.36,67.156
207.18,7.75,20.88,63.62,54.72,60.05,72.63,51.75,64.73
207.14,1.83,6.84,55.78,61.52,59.38,57.18,62.62,60.664
207.13,15.40,15.87,66.64,70.64,63.73,54.77,57.38,65.806
207.13,18.30,7.13,58.89,62.73,61.54,55.6,61.37,61.452
207.12,4.76,15.25,72.45,62.06,68.27,72.91,57.66,69.72
207.08,15.80,26.41,71.59,65.49,54.07,45.18,61.8,64.908
207.05,26.11,14.59,72.45,57.86,58.84,61.36,70.97,67.214
206.97,5.44,9.00,67.8,60.79,64.72,60.18,69.18,66.334
206.93,16.34,9.15,67.65,68.59,71.2,62.05,65.4,68.808
206.79,34.40,7.13,62.51,58.03,63.9,61.64,56.77,61.996
206.76,13.27,5.88,60.75,61.96,62.51,58.03,56.63,61.152
206.7,22.25,13.20,51.97,65.17,60.29,63.91,56.67,62.242
206.7,2.87,7.53,57.88,55.77,63.3,62.01,56.49,60.596
206.66,22.11,15.19,66.46,53.69,51.27,62.08,59.43,61.624
206.6,10.41,16.71,53.82,62.3,59.58,49.39,66.1,61.58
206.56,14.83,27.49,58.92,79.08,58.28,61,51.59,67.272
206.56,14.99,6.29,60.61,64.87,60.72,66.9,61.88,64.254
206.52,12.86,14.72,60.85,66.83,59.05,52.11,59.92,62.696
206.37,16.68,13.68,68.26,54.58,57.66,55.39,62.35,62.384
206.35,10.16,6.47,57.87,64.34,61.85,59.59,63.72,62.768
206.35,19.78,10.03,60.48,64.15,54.97,65,59.8,62.886
206.34,4.21,21.49,60.49,63.48,71.75,54.67,50.26,64.428
206.34,19.98,17.99,61.73,68.11,69.39,51.4,62.35,66.194
206.28,19.81,17.63,74.09,69.4,59.26,56.46,66.81,68.73
206.27,7.69,6.49,56.37,62.86,58.05,60.56,59.08,60.682
206.24,11.69,7.40,61.99,64.26,56.9,60.85,56.86,61.652
206.22,19.78,7.48,64.84,63.06,63.52,70.54,63.92,66.672
206.21,8.77,12.62,67.93,58.4,71.02,67.42,59.67,67.412
206.12,16.21,12.57,69.79,57.22,58.06,65.94,65.41,65.798
206.12,3.73,18.45,57.26,51.62,59.62,56.48,70.07,62.7
206.1,23.18,10.74,65.58,54.84,61.63,58.19,58.09,61.814
206.06,2.66,12.38,52.7,65.08,58.81,63.91,55.06,61.588
206.06,19.70,17.55,71.13,60.37,53.58,60.2,60.44,64.654
206.06,10.22,14.16,62.11,73.32,65.13,65.12,59.16,67.8
206.02,12.67,6.84,59.96,60.08,66.8,66.53,59.96,64.034
206.01,14.59,11.22,60.48,70.98,61.87,60.11,59.76,64.884
206,10.59,10.01,63.72,62.39,61.19,53.71,63.65,62.934
205.99,22.42,17.36,66.66,66.04,63.28,49.3,55.53,63.634
205.94,25.19,17.30,70.25,52.95,54.72,68.29,54.38,63.578
205.91,14.29,23.76,50.94,56.85,54.93,74.7,54.49,63.134
205.84,15.54,30.07,56.08,74.5,64.49,44.43,65.55,67.024
205.79,12.78,4.82,61.9,57.26,62.08,59.68,57.37,60.622
205.67,15.40,17.38,64.87,47.49,60.83,57.35,64.15,62.414
205.65,9.19,19.89,57.42,74.03,66.85,54.14,55.9,65.646
205.59,11.95,12.21,56.87,67.84,56.34,64.65,55.63,62.708
205.55,5.00,12.54,52.1,62.03,61,64.64,56.6,61.782
205.54,4.19,10.35,59.3,60.65,64.85,55.33,65.68,63.232
205.5,2.94,5.82,60.05,61.72,65.58,65.87,60.88,63.984
205.5,19.72,8.12,62.95,54.9,62.25,57.97,54.83,60.204
205.46,19.94,16.46,64.53,70.43,53.97,59.47,64.6,65.892
205.46,25.37,17.49,65.69,61.41,54.48,57.09,71.97,65.626
205.45,11.80,2.99,59.53,59.84,60.06,57.07,58.68,59.634
205.44,14.28,17.48,57.84,56.54,62.81,55.25,72.73,64.53
205.42,15.26,7.53,56.64,54.41,60.67,57.52,61.94,59.742
205.38,7.71,13.01,58.74,60.49,71.75,70.33,62.35,67.334
205.37,25.30,14.25,57.78,52.63,57.3,66.88,59.28,61.624
205.34,17.12,9.38,61.19,65.84,56.46,61.26,63.18,63.462
205.26,23.06,8.97,67.03,61.48,61.24,63.54,70.21,66.494
205.24,8.20,10.19,59.05,55.11,65.3,61.99,64.81,63.29
205.21,12.27,15.99,49,63.17,64.65,57.48,64.99,63.056
205.16,20.47,8.88,59.81,60.04,65.23,67.06,58.18,63.84
205.11,18.92,23.23,60.96,69.46,62.81,70.62,47.39,66.894
205.1,8.77,15.84,60.64,64.67,65.72,71.86,56.02,66.95
205.08,4.94,7.30,57.11,57,57.51,64.3,58.63,60.37
205.05,2.75,7.24,58.09,56.24,59.93,63.48,61.13,61.222
205.04,5.14,19.44,62.66,60.16,74.04,54.6,64.43,67.066
205.02,6.94,9.59,55.14,61.93,56.59,56.49,64.73,60.894
204.98,11.98,11.08,53.27,63.68,64.35,60.49,62.19,63.012
204.95,15.26,12.30,65.5,65.03,56.6,53.2,53.38,61.202
204.94,5.94,6.93,62.91,58.59,62.67,55.98,59.91,61.398
204.9,19.01,3.74,60.99,62.99,63.07,60.25,59.33,62.074
204.9,11.59,16.49,64.15,61.55,66.39,70.73,54.24,66.71
204.83,14.12,8.32,66.18,60.9,57.86,63.27,63.95,64.096
204.82,11.78,22.67,64.61,64.74,68.14,52.47,75.14,69.554
204.74,5.78,15.16,53.82,57.63,54.9,63.07,68.98,62.712
204.62,6.28,5.52,65.67,61.21,60.27,60.17,60.15,62.598
204.59,16.08,7.03,61.15,60.08,58.43,65.46,62.32,62.894
204.59,18.88,13.17,52.63,58.26,54.16,65.8,61.69,61.142
204.56,23.89,13.29,60.74,53.42,62.16,64.69,66.71,64.202
204.54,8.09,16.38,67.34,68.72,52.34,54.61,52.75,62.428
204.51,10.96,10.33,60.01,59.54,59.68,62.9,52.57,61.006
204.49,8.97,17.77,60.15,48.13,65.9,61,58.92,62.374
204.42,16.01,7.41,58.83,57.54,54.07,61.4,61.48,60.146
204.38,27.85,5.98,63.3,61.24,62.01,64.6,58.62,63.15
204.31,4.65,13.40,53.41,63.82,53.9,62.64,66.81,62.796
204.3,11.02,14.02,49.9,63.92,63.57,61.54,56.01,61.792
204.25,11.28,12.53,66.45,58.26,62.94,55.53,53.92,61.926
204.21,10.94,14.31,58.82,69.28,65.67,54.97,62.15,65.04
204.17,9.55,14.07,65.87,57.09,51.8,58.18,58.93,61.188
204.15,7.84,11.14,57.66,57.02,61.23,67.76,56.62,62.286
204.14,20.44,9.32,64.29,60.61,55.38,64.7,58.59,62.578
204.14,20.09,21.45,57.48,52.48,50.69,59.64,72.14,62.776
204.13,6.42,10.81,63.43,58.7,68.26,57.45,60.18,63.766
204.12,16.50,8.62,62.5,65.3,61.81,67.24,58.62,64.818
204.02,18.06,12.28,55.33,63.76,67.61,61.71,58,63.738
204.01,9.11,11.22,58.7,58.52,58.92,64.11,69.74,64.242
203.89,19.23,10.34,65.94,59.44,55.6,56.36,58.6,61.256
203.87,7.70,13.61,58.86,54.94,57,68.55,55.06,61.604
203.86,7.05,10.02,69.98,62.82,62.29,59.96,61.13,65.24
203.84,24.64,6.56,61.78,59.54,58.83,63.9,57.34,61.59
203.82,15.82,9.15,55.81,54.54,63.69,54.68,63.13,60.2
203.77,2.21,11.99,64.02,67.7,55.71,67.62,57.88,64.984
203.76,27.83,15.04,64.89,69.59,57.32,59.63,54.55,64.204
203.73,4.96,9.28,64.89,61.52,60.12,60.31,55.61,62.346
203.69,15.80,22.68,49,59.11,62.7,55.59,71.68,64.152
203.62,24.50,19.65,62.41,54.92,52.44,60.31,72.09,64.364
203.53,7.92,12.98,60.21,64.16,67.06,59.31,54.08,63.56
203.5,23.65,16.03,68.23,58.26,52.2,67.07,64.44,65.246
203.43,15.97,13.12,67.31,65.19,54.38,57.75,54.19,62.388
203.4,4.34,11.30,63.43,52.13,57.19,59.65,60.18,60.776
203.36,24.32,6.24,55.99,59.15,58.36,56.28,62.23,59.65
203.35,3.05,18.29,60.65,56.73,49.46,59.14,67.75,62.404
203.31,26.95,35.54,62.39,52.03,87.57,56.77,59.25,70.71
203.28,16.94,17.02,53.26,61.88,54.32,70.28,66.8,64.712
203.27,3.28,11.76,54.64,59.48,60.36,60.78,66.4,62.684
203.2,18.73,17.50,64.15,48.25,62.69,65.75,61.11,63.89
203.16,5.11,8.27,60.36,62.85,54.58,56.46,59.47,60.398
203.13,11.39,14.11,52.5,57.8,56.13,66.61,61.33,61.696
203.12,21.11,16.54,60.72,62.88,61.79,67.42,50.88,64.046
203.11,13.23,8.56,61.46,55.37,61.85,53.29,61.8,60.466
203.07,28.50,12.58,58.3,70.88,67.88,69.11,66.15,68.98
203.04,18.73,15.89,62.13,66.86,55.34,59.93,50.97,62.224
202.99,15.27,17.84,52,59.13,69.84,54.5,59.22,62.506
202.94,6.42,16.20,66.15,57.32,49.95,53.26,64.43,61.462
202.89,17.15,2.18,58.67,58.98,58.57,60.05,60.75,59.84
202.87,11.94,5.36,62.5,57.14,59.51,58.11,59.39,60.402
202.87,21.98,17.42,60.78,55.76,69.53,64.95,52.11,64.11
202.82,2.25,18.19,71.06,61.94,59.8,59.25,52.87,64.622
202.75,51.21,3.06,57.89,60.04,57.38,57.23,60.29,59.178
202.64,10.65,11.26,55.78,63.62,62.55,64.52,53.26,62.198
202.63,10.37,15.30,57.78,65.73,65.67,50.43,56.73,62.328
202.63,7.04,18.66,55.02,53.81,64.81,52.47,71.13,63.18
202.57,14.05,15.21,70.62,63.86,66.4,57.35,55.41,65.77
202.53,30.58,8.75,58.4,62.31,61.52,67.15,59.18,63.462
202.48,13.23,11.76,62.11,61.24,62.8,51.79,63.55,62.65
202.44,15.20,25.01,53.82,48.88,57.71,73.89,61.08,64.078
202.44,26.08,18.60,51.76,61.85,66.49,65.45,70.36,66.902
202.42,5.04,11.71,66.3,58.54,65.88,54.59,63.37,64.078
202.4,16.21,3.80,60.36,59.26,56.56,59.02,59.47,59.694
202.3,17.97,15.74,55.59,57.59,52.62,68.36,66.96,63.372
202.24,17.04,14.42,66.16,69.52,61.55,55.1,60.9,65.53
202.22,22.40,14.44,66.16,54.45,63.32,68.89,63.52,66.156
202.18,12.83,15.48,68,58.95,52.52,60.81,66.24,64.4
202.12,5.56,17.59,53.71,65.15,53.09,52.67,70.26,62.494
202.08,5.45,22.26,54.29,51.81,61.36,74.07,61.34,65.026
202.07,26.53,9.86,62.76,54.11,62.36,57.52,63.97,62.116
202.07,24.70,6.35,60.66,58.36,62.81,58.73,64.71,62.324
202.05,27.59,17.60,54.09,65.09,61.99,67.52,49.92,63.242
202.02,11.04,15.37,72.7,58.9,65.89,62.61,57.33,66.56
201.99,16.25,15.87,71.05,55.75,62.55,55.18,63.72,64.824
201.99,6.81,13.92,59.88,65.16,70,56.08,65.74,66.156
201.9,3.26,9.08,54.62,56.72,59.92,63.7,59.25,60.658
201.8,11.63,11.96,62.21,66.34,54.38,61.28,59.95,63.224
201.75,11.63,13.93,57.38,59.9,50.98,58.38,64.91,61.096
201.75,10.02,12.77,56.73,57.96,69.5,61.8,61.58,64.068
201.74,21.00,13.57,51.93,65.5,56.26,64.36,53.65,61.054
201.71,11.78,19.64,48.58,68.22,58.05,62.31,60.88,63.536
201.66,10.14,8.04,63.65,58.66,59.02,64.24,56.2,61.962
201.62,19.77,13.49,58.4,59.02,69.11,61.02,55.62,63.332
201.58,24.70,19.53,57.78,57.82,68.44,48.91,60.49,62.594
201.57,17.35,13.31,62.16,72.09,58.78,59.62,65.46,66.284
201.56,8.83,10.87,58.34,66.6,55.73,61.29,57.88,62.142
201.55,4.42,11.18,67.74,56.56,58.02,65.75,60.02,63.854
201.52,10.17,12.68,59.29,58.12,64.58,63.58,51.9,62.03
201.51,11.33,9.90,61.23,70.2,62.14,66.38,71.13,68.196
201.45,16.75,18.75,68.76,61.2,50.01,64.68,61.27,64.934
201.38,14.42,12.52,57.54,53.7,64.55,54.91,66.22,61.888
201.33,7.97,11.38,63.67,55.41,62.69,66.79,60.23,64.034
201.09,11.33,11.70,56.46,61.44,64.16,57.33,52.46,60.71
201.09,23.36,9.18,64.15,62.22,54.97,57.36,57.42,61.06
201.02,22.13,20.32,60.94,67.08,50.37,70.69,67.05,67.29
200.92,9.47,8.23,61.25,66.08,66.95,58.72,60.27,64.3
200.88,13.80,10.63,61.04,55.67,57.08,66.29,66.3,63.402
200.86,10.04,10.34,64.6,59.06,68.17,59.21,57.83,63.842
200.76,3.50,17.72,60.96,67.56,65.24,64.5,49.84,65.164
200.73,13.21,18.40,64.32,57.36,56.37,66.3,47.9,62.13
200.73,4.32,13.86,57.94,57.97,60.58,67,53.14,62.098
200.71,11.78,19.84,65.74,75.99,64.05,56.15,64.62,69.278
200.66,4.36,13.16,56.54,54.59,56.89,56.71,67.75,61.128
200.64,5.01,18.81,60.72,63.44,46.87,65.68,57.33,62.57
200.63,17.95,19.81,59.58,67.86,48.05,60.86,57.91,62.814
200.62,14.28,14.02,65.1,52.34,58.94,52.9,66.36,61.932
200.58,23.50,14.68,53.54,68.22,66.04,58.05,61.44,64.394
200.58,23.53,10.20,63.3,54.82,65.02,57.52,57.96,61.764
200.56,5.84,18.58,61,55.87,55.83,74.41,70.86,67.31
200.51,18.53,14.10,61.08,55.78,65.15,66.35,52.25,62.942
200.47,12.03,11.92,54.94,53.1,65.02,59.42,59.26,60.732
200.45,23.61,18.01,70.75,61.01,52.74,54.82,66.53,64.772
200.38,13.35,26.35,68.01,75.06,54.13,54.5,48.71,65.352
200.35,14.83,5.56,58.75,59.01,64.13,63.5,64.31,63.052
200.34,32.42,16.44,63.94,63.64,69.71,66.02,53.27,66.604
200.33,5.21,14.98,61.07,60.48,58.1,54.15,69.13,63.582
200.24,6.97,11.87,65.79,57.02,54.64,66.51,56.98,62.562
200.2,17.04,20.20,57.21,69.04,58.42,48.84,59.08,62.558
200.19,30.95,16.75,63.46,61.33,46.77,63.52,57.88,61.942
200.1,3.77,12.54,67.03,58.18,64.99,54.49,61.44,63.734
200.04,10.40,5.42,61.14,65.69,66.56,65.13,65.15,65.818
200.04,14.49,18.70,59.68,64.46,53.81,52.9,71.6,64.23
200.04,33.30,7.38,63.55,65.78,63.27,59.21,58.4,63.518
199.8,9.25,8.63,64.28,62.42,63.07,71.05,63.72,66.634
199.78,16.09,14.53,54.69,69.22,62.09,62.49,65.61,65.726
199.71,27.77,10.28,55.34,57.53,59.14,64.95,54.67,60.382
199.69,6.21,10.57,59.98,56.66,67.23,56.9,60.17,62.302
199.43,27.72,26.08,64.3,64.02,70.83,54.41,44.75,64.878
199.36,5.56,14.51,62.84,73.61,60.76,59.1,63.61,66.886
199.33,17.73,7.04,61.48,61.79,56.34,54.75,61.04,60.488
199.28,9.16,9.26,57.34,64.17,56.62,65.88,63.12,63.278
199.28,16.21,15.24,48.48,61.78,63.72,61.7,56.68,61.52
199.18,14.05,13.93,52.74,56.15,66.67,62.05,59.08,62.124
199.18,22.92,5.12,63.9,59.32,60.81,58.95,64.07,62.434
199.13,10.61,10.56,61.67,61.67,57.89,68.45,64.1,64.868
199.07,23.48,12.73,61.42,61.52,65,67.81,55.08,64.712
199,12.22,15.57,56.32,56.8,71.89,61.69,61.82,64.818
198.88,12.02,9.87,55.82,61.14,65.69,58.57,56.58,61.534
198.76,16.73,5.28,61.17,63.05,64.34,62.28,59.06,63.036
198.75,17.10,10.41,62.74,63.2,64.42,54.01,58.67,62.69
198.72,15.93,20.48,72.89,62.12,56.33,52.41,71.43,67.132
198.71,21.61,8.70,58,58.82,63.59,54.89,57.99,60.398
198.69,20.66,17.87,56.72,61.09,72.14,61.51,54.27,64.72
198.66,18.39,13.66,60.72,61.2,67.47,67.42,53.81,64.856
198.59,12.58,13.48,51.98,58.95,65.46,59.84,64,62.742
198.58,10.68,22.00,53.11,59.38,62.57,47.09,69.09,62.648
198.54,18.21,24.78,64.73,70.64,63.4,62.38,45.86,66.358
198.53,23.86,5.67,62.89,61.66,66.19,63.64,67.33,65.476
198.5,10.38,23.04,72.41,61.78,49.37,52.44,57.51,63.31
198.44,21.86,29.20,60.47,54.05,48.04,77.24,60.91,65.982
198.37,32.75,7.60,57.12,63.46,64.72,58.73,61,62.526
198.33,1.69,9.16,65.56,59.4,57.11,64.03,56.4,62.332
198.22,13.74,9.30,58.44,65.25,64.16,56.62,55.95,61.944
198.16,9.16,15.27,69.79,54.52,59.02,62.45,63.18,64.846
198.15,6.31,13.14,66.25,53.11,53.51,58.44,63.43,61.576
198.09,7.56,8.78,62.41,71.08,66.75,62.3,64.95,67.254
198.08,12.13,15.93,63.09,66.79,50.86,57.75,55.56,61.996
198.07,20.57,25.07,49.07,74.14,65.72,51.56,66.12,66.336
198.01,13.24,8.60,62.72,58.37,65.72,59.85,57.12,62.476
197.98,16.22,16.07,66.86,61.73,59.05,50.79,54.08,61.716
197.96,13.18,23.15,66.89,51.03,65,56.21,74.18,67.292
197.94,8.15,16.16,52.14,59.55,63.13,62.54,68.3,64.364
197.94,0.59,13.27,60.1,59.31,57.66,67.94,54.67,62.59
197.87,15.58,19.07,64.76,67.49,63.34,56.57,48.42,63.93
197.8,23.54,10.86,62.37,61.7,64.54,65.35,54.49,63.862
197.76,9.25,17.62,60.9,71.11,60.36,56.69,53.49,64.034
197.75,29.48,14.26,48.04,62.3,61.32,59.92,61.02,61.372
197.72,8.61,12.62,59.86,60.13,64.39,51.77,62.9,62.334
197.71,3.29,10.94,63.84,54.07,57.76,65.01,59.67,62.258
197.67,1.84,6.59,56.59,57,62.03,55.44,61.54,59.838
197.59,22.89,12.33,62.39,53.77,64.49,66.1,58.86,63.588
197.58,4.39,5.04,63.36,63.2,61.73,66.75,61.71,64.358
197.56,19.22,5.34,57.34,58.42,57.18,58.22,62.52,59.804
197.53,13.70,11.53,59.17,55.06,65.02,60.5,53.49,60.954
197.52,13.48,8.30,56.73,61.85,64.48,56.18,59.76,61.46
197.51,12.90,12.75,62.73,60.33,64.49,54.08,51.74,61.224
197.49,32.53,20.14,53.33,56.54,73.47,58.03,57.48,63.798
197.47,25.90,20.18,57.54,70.65,62.49,64.84,50.47,65.234
197.46,8.35,8.66,68.66,60.23,67.31,60,60.6,65.092
197.4,17.16,11.83,59.01,67.7,56.97,59.92,55.87,62.26
197.39,20.11,13.87,67.57,69.96,57.95,59.01,56.09,64.89
197.3,21.04,17.19,56.85,52.65,54.03,69.84,66.73,63.458
197.27,8.32,12.96,57.32,63.68,52.26,64.68,65.22,63.224
197.26,6.18,5.72,59.48,61.11,59.4,60.21,55.39,60.262
197.26,5.90,14.48,64.08,67.23,52.75,53.08,58.21,61.966
197.24,20.69,10.02,56.17,58.04,66.19,61.31,60.98,62.542
197.21,10.74,12.25,67.39,67.33,55.4,55.14,58.35,63.172
197.18,20.78,21.17,64.76,43.59,64.4,60.66,62.25,63.366
197.18,10.96,11.90,60.89,57.22,63.56,68.23,69.12,66.184
197.16,8.65,16.07,60.16,69.86,53.79,56.24,56.71,62.566
197.15,12.26,14.60,55.17,51.69,62.8,65.39,66.29,63.188
197.01,8.40,9.13,64.49,68.6,59.47,61.23,64.75,65.534
196.94,15.16,9.63,62.42,57.73,54.33,58.22,63.96,61.258
196.91,12.82,10.96,56.89,53.88,56.46,64.84,59.69,60.544
196.9,9.92,18.04,52,70.04,58.31,67.22,61.08,65.338
196.89,9.40,10.26,65.5,55.24,63.85,56.38,64.27,63.1
196.86,19.15,8.58,68.42,59.84,67.53,66.86,62.15,66.676
196.85,17.81,9.28,59.19,67.04,58.22,57.76,58.31,61.96
196.72,10.46,21.28,52.11,67.24,65.96,45.96,62.07,62.924
196.72,22.99,16.12,72.34,57.12,58.02,58.19,56.22,63.602
196.69,17.16,21.83,52.32,63.03,74.15,54.1,59.66,65.018
196.67,6.56,15.35,58.15,57.84,66.76,69.16,53.81,64.214
196.59,23.21,2.80,61.57,61.73,60.21,58.93,59.51,60.95
196.56,8.19,10.96,56.7,55.76,53.95,61.37,64.91,60.73
196.51,13.37,10.93,54.89,65.82,61.46,56.24,56.71,61.21
196.34,2.11,11.65,61.66,68.6,56.95,58.47,62.15,63.896
196.22,13.35,15.43,67.38,56.3,58.32,51.95,60.99,62.074
196.17,9.70,15.21,56.76,58.95,68.7,57.46,53.49,62.114
196.17,13.71,14.18,68.97,60.01,55.06,62.81,69.24,66.054
196.16,18.43,13.37,60.4,59.25,50.87,60.94,64.24,61.814
196.15,21.82,16.00,58.86,52.53,55.34,68.53,56.59,61.57
196.13,3.01,9.80,53.42,63.22,62.09,55.6,59.36,60.698
196.13,7.23,10.53,65.08,55.62,66.15,59.42,58.7,63.1
196.1,6.05,5.48,60.93,56.37,58.37,61.46,61.85,60.892
196.09,22.82,10.43,58.75,54.89,62.84,61.33,65.32,62.712
196.07,6.62,11.07,57.94,63.06,63.46,69.01,58.48,64.604
196.06,24.99,12.47,66.28,59.64,60.17,53.81,65.66,63.606
196.02,18.03,19.13,51.04,67.62,59.98,70.17,58.36,65.26
195.97,21.77,6.57,64.15,61.03,59.19,65.75,59.18,63.174
195.97,5.12,22.90,49.07,65.74,71.03,58.79,48.13,63.132
195.9,14.23,6.50,57.7,59.13,53.96,59.84,60.46,59.518
195.85,17.29,7.69,63.15,65.12,57.43,60.02,60.86,62.854
195.74,23.31,11.87,55.89,66.56,61.17,59.01,67.76,64.452
195.68,14.79,23.19,48.13,71.32,58.92,64.24,60.32,65.224
195.67,7.19,11.37,64.12,56.38,56.06,57.19,67.43,62.51
195.55,18.00,24.56,66.66,47.77,63.28,72.33,54.58,65.836
195.54,13.37,15.96,62.98,53.77,62.17,53.08,69.04,63.4
195.52,18.11,11.05,62.48,56.93,62.58,51.55,62.6,61.438
195.46,6.96,18.30,50.93,68.87,65.72,59.19,69.23,66.448
195.32,15.67,5.75,62.29,63.78,67.51,68.04,64.22,66.318
195.27,17.12,8.09,63.79,61.86,55.7,62.67,58.18,62.058
195.27,15.80,4.75,59.88,57.73,58.9,62.48,57.73,60.294
195.27,7.98,15.11,70.82,72.93,61.87,60.23,57.82,67.756
195.26,12.42,15.02,57.66,55.1,63.57,65.15,50.13,61.326
195.22,10.08,9.50,56.3,64.52,61.21,56.17,55.02,60.544
195.19,11.14,2.41,60.27,57.96,59.25,57.86,58.54,59.258
195.12,20.28,9.61,54.9,62.41,62.51,57.67,64.51,62.322
195.06,18.49,9.78,64.44,54.66,57.19,63.04,59.41,61.704
195.04,12.02,17.56,61.38,64.73,47.17,64.55,55.26,62.13
194.89,9.50,12.35,66.7,54.35,58.37,54.69,58.98,61.088
194.83,31.43,18.72,50.36,58.81,69.08,63.28,63.12,64.674
194.7,9.71,6.44,60.29,59.68,54.93,55.6,61.37,59.662
194.64,15.23,9.30,59.88,58.87,61.51,58.22,67.52,63.06
194.52,7.42,9.59,56.76,64.64,63.9,66.35,59.08,64.064
194.45,26.93,10.71,58.19,60.59,66.08,55.37,55.95,61.378
194.35,1.92,8.63,60.91,56.18,63.55,54.92,63.12,61.462
194.35,15.85,8.66,54.91,63.57,59.6,57.57,59.66,60.794
194.33,12.13,7.32,62.85,60.96,61.21,61.23,55.53,61.82
194.33,4.92,13.46,56.67,56.79,62.62,52.9,66.36,61.76
194.3,16.86,8.39,56.72,57.45,63.47,61.51,55.08,60.524
194.25,13.45,18.06,58.75,53.7,58.19,70.22,71.76,66.136
194.23,38.80,19.37,56.22,66.19,65.61,58.16,46.82,62.474
194.21,31.10,7.42,59.88,56.59,59.56,62.48,55.06,60.198
194.11,13.99,12.32,53.8,58.04,57.09,59.59,66.12,61.392
194.06,15.78,9.78,66.6,57.38,62.21,67.16,62.54,65.134
194.02,10.71,16.23,66.9,57.53,54.69,70.92,64.91,66.236
193.93,8.82,25.20,72.66,63.72,47.46,55.43,53.81,63.656
193.91,25.75,10.93,57.46,53.56,64.49,58.73,58.34,60.702
193.87,17.24,6.99,54.47,59.3,61.46,59.69,57.28,59.838
193.85,4.86,18.18,59.42,62.32,69.6,58.4,76.58,68.9
193.84,22.59,21.51,51.95,50.5,64.2,72.01,62.98,64.63
193.82,1.80,13.25,59.55,56.62,63.93,61.07,50.68,61.02
193.8,13.84,17.25,51.49,60.29,54.14,58,68.74,61.982
193.79,8.47,11.05,57.26,68.31,58.45,64.12,60.96,64.03
193.78,17.94,17.08,66.89,64.23,49.81,50.81,62.66,62.296
193.77,2.35,27.39,61.48,43.41,55.34,66.02,70.8,64.888
193.77,6.40,3.39,57.17,57.13,60.34,60.52,58.96,59.502
193.76,10.83,14.65,51.58,66.23,61.24,60.26,62.02,63.196
193.76,7.56,4.01,58.06,61.67,57.66,58.38,59.79,59.914
193.75,18.29,6.21,58.44,61.44,56.13,60.45,55.23,59.58
193.74,9.32,13.90,54.59,57.53,64.82,56.61,68.49,63.188
193.72,14.29,15.96,54.43,57.17,65.27,54.32,70.28,63.486
193.72,24.83,8.38,69.91,64.12,72.5,69.84,64.43,69.836
193.65,5.56,10.15,65.36,63.34,63.64,65.07,55.21,64.554
193.63,15.66,2.22,60.24,58.02,59.16,58.82,59.17,59.526
193.56,12.41,13.44,65.5,61.67,61.11,52.06,55.69,61.894
193.5,17.18,17.22,51.76,52.19,68.98,66.54,60.25,63.388
193.33,11.70,19.13,50.22,58.06,69.35,58.93,55.06,62.15
193.2,23.75,15.46,66.95,56.89,59.81,51.49,65.73,63.266
193.19,3.17,12.21,65.32,53.11,61.57,56.82,64.18,62.642
193.15,18.91,23.36,69.42,46.06,57.57,58.91,65.06,64.076
193.07,3.44,21.57,53.76,72.7,51.13,57.96,57.2,62.864
193.02,17.03,12.73,69.32,56.59,57.41,57.08,60.94,62.814
192.95,13.47,13.63,66.28,52.65,59.42,65.48,64.43,64.378
192.92,1.53,14.75,56.37,59.45,59.82,60.91,71.12,64.484
192.77,7.95,9.21,55.4,58.81,64.61,62.97,61.78,62.556
192.75,16.13,12.49,64.29,60.75,61.95,51.8,60.2,62.296
192.6,7.20,13.63,66.29,54.73,53.15,66.78,65.29,63.974
192.58,3.74,14.42,59.58,64.52,59.03,50.1,64.24,62.378
192.46,9.02,14.03,65.45,56.89,51.42,58.51,59.16,61.092
192.46,14.41,10.09,58.54,58.7,55.93,66.02,60.14,61.884
192.34,15.14,9.17,57.4,64.85,56.25,65.42,62.73,63.164
